y_true,y_pred
194.98,192.42
251.63,249.82
194.68,186.94
482.89,460.35
197.21,194.59
259.76,252.52
325.44,314.86
323.55,316.54
271.61,264.04
163.75,161.82
282.99,277.25
378.1,370.75
344.83,335.9
173.37,170.06
607.9,597.54
203.59,200.67
390.32,382.51
236.92,236.76
352.23,340.72
458.36,433.94
213.84,206.75
221.48,225.44
156.28,147.88
433.05,451.75
200.64,198.07
203.4,204.59
436.21,427.63
383.67,380.64
139.65,128.67
295.51,301.19
271.13,270.03
351.22,342.01
211.72,214.22
383.55,375.39
427.86,424.8
146.81,146.0
274.13,267.19
269.28,274.93
254.38,258.89
128.4,127.04
169.39,171.04
209.56,209.91
194.31,202.06
184.53,180.25
201.79,207.29
212.55,218.44
127.91,125.01
212.09,220.31
235.8,237.95
269.62,271.92
204.39,216.38
327.68,324.16
218.01,229.06
257.65,262.08
340.35,344.51
344.18,351.59
258.03,264.4
379.58,383.27
284.02,294.72
380.22,391.14
379.4,388.8
254.84,251.24
211.16,223.41
227.2,240.57
361.34,365.04
190.64,194.33
231.75,244.04
227.16,239.21
237.29,244.71
203.59,209.37
201.0,205.62
114.74,109.85
381.98,389.5
404.81,412.34
200.45,202.29
310.14,316.38
252.31,264.07
183.12,183.23
377.97,379.24
149.77,153.0
377.93,383.09
256.93,261.93
263.57,271.92
512.76,524.37
216.65,213.26
584.97,607.43
180.89,176.66
406.81,410.0
215.75,212.96
287.46,284.1
401.17,396.28
269.64,266.96
204.07,202.93
204.23,200.78
217.65,217.88
198.52,198.37
389.83,388.97
441.35,440.88
288.25,299.5
255.01,260.87
391.03,388.28
221.11,205.93
392.62,392.05
270.02,278.66
239.8,231.01
257.65,256.12
289.61,284.59
208.46,202.15
212.54,211.54
235.54,233.12
396.88,396.04
232.37,222.43
202.14,197.2
325.79,313.17
199.26,201.29
272.38,270.49
280.17,272.15
175.51,172.49
403.93,391.6
399.16,397.01
385.87,365.78
389.24,380.65
123.26,123.45
395.14,378.33
237.61,233.34
155.86,154.58
204.02,205.31
240.72,239.55
185.39,177.56
290.24,282.41
251.38,240.12
273.8,280.23
247.94,264.65
241.9,237.0
241.2,231.54
381.07,358.0
422.81,402.21
365.5,360.74
197.64,194.64
281.21,273.43
186.74,182.33
251.41,241.78
458.44,450.2
240.24,235.61
239.71,236.1
212.55,211.87
400.44,396.57
231.77,231.77
249.95,245.44
619.09,610.48
258.54,265.45
262.1,249.45
392.54,385.24
408.28,415.89
350.58,352.34
406.6,408.95
254.09,250.24
154.23,148.98
391.73,400.88
201.46,208.53
465.21,464.6
401.47,390.17
162.5,162.38
205.79,211.75
248.55,241.11
246.93,246.29
190.78,191.58
260.47,262.44
186.04,192.48
196.64,200.72
256.26,261.27
296.06,296.76
146.81,151.59
226.09,229.6
153.31,150.09
252.25,254.57
430.55,427.42
296.79,302.41
388.52,396.56
237.55,242.58
410.78,417.15
322.74,315.68
290.31,296.84
263.65,276.58
238.56,241.57
421.12,427.67
176.19,183.17
390.62,399.14
210.48,214.22
212.22,220.95
197.44,199.49
379.89,392.98
391.21,403.26
361.15,371.81
390.47,398.64
272.05,277.92
350.43,360.84
271.81,270.5
215.66,217.97
250.96,254.25
260.04,262.97
135.59,134.92
225.16,234.53
210.95,221.47
247.14,238.18
214.21,219.95
377.8,374.84
241.86,247.9
380.06,379.57
421.09,434.13
240.45,221.44
212.59,229.81
339.91,341.91
202.88,206.12
210.32,210.88
377.83,377.96
254.69,258.63
257.97,258.73
146.35,146.45
391.45,392.32
256.93,255.73
240.26,244.53
227.66,233.13
212.03,212.48
181.57,176.94
195.41,195.37
405.14,406.93
178.8,174.37
377.89,373.36
206.11,198.46
167.42,162.31
207.08,202.43
424.09,429.18
332.38,325.95
269.41,264.1
199.68,185.93
347.83,323.62
269.03,272.28
269.59,263.24
258.03,250.82
256.18,258.15
269.69,266.87
181.94,174.15
364.11,370.85
390.85,385.08
251.44,242.07
289.05,291.75
269.72,260.33
222.49,218.89
296.84,293.2
154.02,151.4
170.26,165.45
220.34,222.81
382.5,372.91
403.7,405.9
264.75,262.22
275.18,270.19
155.19,144.28
175.57,173.99
233.02,227.87
339.18,333.15
396.11,389.11
272.66,269.34
381.6,367.78
116.84,115.78
325.29,319.07
396.77,391.82
235.85,237.07
232.33,227.31
392.98,391.2
298.96,294.37
321.44,307.08
200.3,195.53
256.17,250.0
207.02,204.16
357.94,354.28
391.43,397.6
204.34,198.28
216.1,211.68
311.57,310.01
134.86,136.97
373.98,375.43
170.23,171.3
214.68,214.14
147.03,144.29
198.02,199.7
226.03,226.81
386.15,388.58
400.44,408.54
169.43,171.88
327.69,327.74
258.42,260.21
382.57,389.64
253.82,255.99
242.62,242.45
134.04,136.49
342.39,346.53
410.78,410.91
208.26,215.06
350.43,358.98
256.5,258.84
395.15,407.29
194.69,200.26
177.1,184.83
400.02,409.39
209.37,209.82
247.9,264.18
262.03,270.97
233.32,240.21
411.4,441.67
406.63,410.68
204.43,205.37
485.78,527.42
161.25,153.34
247.44,251.71
292.53,293.99
149.77,143.88
392.98,392.94
308.66,311.52
260.75,253.34
386.92,388.43
209.86,208.6
190.68,195.68
430.19,436.28
285.61,285.02
281.78,291.78
277.42,279.59
277.89,271.7
153.79,155.98
208.24,214.22
205.92,203.44
227.63,232.57
174.74,181.12
257.77,256.13
103.48,105.76
287.55,276.74
201.01,200.02
347.12,348.79
381.04,375.78
283.62,278.94
260.43,254.06
290.55,292.32
380.67,368.79
269.81,270.52
350.42,343.29
312.58,327.7
253.69,249.84
181.59,181.17
178.8,178.75
164.32,164.27
233.39,229.52
389.44,379.29
198.41,193.98
269.63,267.92
394.57,384.05
145.65,143.61
261.43,262.59
431.37,427.57
378.74,369.02
178.65,178.73
126.56,126.03
252.84,246.83
167.7,166.91
263.68,261.95
301.25,302.32
218.61,213.84
378.52,370.79
381.06,372.56
230.01,233.34
217.16,218.42
251.81,249.92
256.59,246.22
391.32,381.74
197.67,193.67
232.69,237.39
208.49,206.77
268.35,267.6
509.7,498.66
208.05,209.3
357.55,354.23
196.74,202.41
144.67,143.97
257.78,261.99
306.45,320.23
257.45,255.98
200.69,201.53
212.23,217.57
378.57,380.56
389.56,390.98
251.38,250.91
300.36,297.56
254.38,251.84
336.08,336.23
444.19,444.22
389.6,391.67
270.61,268.31
145.27,149.11
339.88,342.16
232.31,236.51
346.06,348.55
231.69,236.93
343.32,344.31
258.01,257.5
389.56,394.27
210.31,213.95
213.24,216.12
285.36,289.56
406.23,416.92
257.39,257.95
339.87,344.49
389.56,388.8
156.35,157.91
209.22,206.36
155.19,160.21
206.99,209.31
388.82,393.09
396.31,385.51
153.2,156.33
224.13,226.43
379.13,377.53
412.88,415.01
248.98,243.3
236.84,238.17
169.89,172.32
207.43,207.45
79.39,86.33
191.17,194.75
182.13,184.12
182.13,185.05
201.06,204.18
481.29,467.63
391.64,389.11
206.99,208.68
379.72,374.96
207.97,207.6
242.24,237.73
147.82,145.35
143.39,142.38
162.41,171.67
364.61,357.11
291.61,295.11
215.77,219.82
350.28,354.87
197.44,198.99
179.37,175.72
174.74,170.43
165.21,161.03
250.26,255.41
164.48,167.43
271.46,272.82
256.95,268.14
112.23,111.63
186.74,191.85
511.85,512.9
421.01,414.11
173.8,176.48
217.96,230.83
491.19,469.98
263.1,269.09
231.31,230.92
239.8,224.23
183.73,188.08
214.21,221.25
384.7,386.94
146.23,145.91
471.15,492.1
400.81,403.47
277.87,276.46
207.37,211.05
390.4,391.75
377.34,381.65
213.9,213.18
213.24,214.58
407.97,409.81
180.89,182.76
260.56,261.56
241.18,247.94
263.1,265.53
245.72,242.29
242.99,242.56
188.18,180.7
258.41,256.18
204.85,203.49
351.88,357.63
207.74,202.39
209.98,210.45
226.49,218.95
210.79,215.48
277.61,283.9
214.45,211.17
210.41,209.71
260.69,258.31
389.22,386.98
187.69,190.24
344.83,341.54
379.58,372.73
178.0,174.54
232.81,228.22
240.02,232.88
263.85,261.89
198.33,196.39
274.69,274.21
203.3,200.46
207.81,204.69
200.15,197.88
449.46,445.62
269.39,272.14
327.96,317.22
295.36,290.32
203.5,201.66
339.88,334.98
265.9,268.08
202.84,200.54
273.99,276.8
183.17,183.93
199.66,194.83
251.47,254.08
202.25,199.81
198.63,197.94
324.96,328.81
449.65,461.34
200.54,211.89
382.54,382.13
155.19,163.07
398.77,402.89
393.36,399.53
346.29,345.71
391.16,397.09
273.32,274.7
388.24,390.56
267.31,270.34
322.13,323.87
148.1,150.09
271.74,284.53
229.45,232.05
208.49,208.97
392.31,411.4
259.59,262.18
113.04,113.75
247.5,250.9
198.63,195.55
392.62,396.76
420.11,416.88
169.39,168.15
188.64,185.07
281.21,281.68
226.03,225.23
270.62,274.46
204.43,207.3
209.97,209.91
410.69,415.69
427.81,434.84
216.12,216.43
379.92,376.03
269.38,270.56
437.49,422.71
411.0,403.73
339.58,331.93
239.34,242.27
401.3,390.37
312.4,302.06
176.66,170.8
200.63,197.93
395.99,391.56
396.03,390.9
270.75,269.17
266.63,267.44
389.63,385.26
210.53,206.16
389.26,385.64
216.8,211.03
296.79,288.87
254.68,250.14
258.04,257.05
177.88,174.77
329.41,321.75
418.63,407.17
258.11,254.58
477.49,488.68
233.12,227.75
198.66,200.14
266.63,269.42
392.3,384.44
479.51,468.61
145.65,143.38
283.87,282.84
269.46,263.87
237.55,245.09
149.77,144.38
177.73,179.98
389.42,391.61
398.79,405.84
232.7,240.38
390.66,396.68
256.33,262.78
209.35,219.04
327.54,323.48
404.31,405.0
296.35,320.65
312.58,318.15
328.03,324.65
224.27,220.19
389.42,392.05
229.15,236.05
165.54,169.63
231.17,240.09
350.93,345.22
207.67,216.78
89.25,90.55
390.23,397.44
385.42,403.16
245.06,247.94
278.1,284.43
389.59,395.54
174.17,177.11
177.48,181.68
202.19,203.96
122.14,123.57
196.58,205.38
204.87,208.14
211.48,218.84
440.14,427.24
436.54,441.86
84.39,86.45
192.56,197.34
105.36,106.3
174.6,172.58
205.68,206.64
396.72,402.72
392.26,391.67
296.55,304.48
413.92,412.09
393.68,391.04
397.38,394.76
258.48,260.55
212.24,218.1
347.88,334.83
276.93,274.07
164.98,163.27
316.43,311.5
377.83,376.7
165.88,165.86
181.57,182.38
180.42,184.33
404.4,396.2
356.57,351.14
217.32,214.59
381.07,381.28
443.7,434.67
254.8,250.69
317.14,308.36
599.69,586.9
378.16,377.02
443.57,465.19
281.65,289.71
374.87,341.26
228.17,237.77
203.14,200.96
345.59,348.75
321.54,319.73
184.06,186.32
284.6,289.26
398.95,402.84
280.23,277.63
465.86,472.82
165.88,169.07
183.68,186.52
325.29,325.64
466.33,462.23
259.12,267.25
339.39,341.45
210.84,210.57
199.48,198.37
221.95,219.04
325.44,326.58
329.58,330.8
144.67,144.25
266.27,265.79
145.34,144.88
267.43,260.24
192.48,209.09
408.25,400.54
390.39,392.21
307.65,324.07
387.38,383.22
197.82,198.18
296.63,296.47
184.36,182.68
235.48,238.17
458.4,449.74
351.21,351.82
207.32,209.67
271.62,271.11
380.96,384.44
353.71,353.68
374.07,373.18
209.97,207.91
233.85,232.69
223.14,226.73
209.71,206.47
183.73,189.08
180.66,183.94
282.95,283.37
398.71,393.36
258.11,257.5
144.98,143.88
389.63,390.54
271.39,271.93
231.18,233.7
327.35,327.11
551.04,539.95
273.39,270.3
386.55,392.19
339.56,343.6
256.03,268.32
203.57,202.46
124.35,120.58
263.54,253.27
380.04,385.35
375.5,381.41
286.15,281.72
293.3,285.32
387.72,390.04
420.98,425.88
496.53,506.81
263.84,263.92
345.02,344.37
420.77,424.97
237.66,237.09
351.88,353.94
424.81,421.03
214.49,209.66
254.33,252.67
258.26,254.38
257.59,254.52
291.63,288.97
378.15,378.52
180.09,175.21
151.68,150.57
223.72,222.63
230.84,215.4
415.37,406.81
209.35,205.34
340.65,344.83
198.17,195.58
229.22,224.33
175.57,178.11
401.49,397.32
146.0,141.64
432.04,443.23
332.38,323.81
356.18,360.97
308.23,309.25
505.59,508.49
130.07,130.66
222.95,218.99
619.09,633.85
221.52,220.87
258.37,253.91
329.67,331.11
272.6,268.75
218.69,214.8
289.87,294.21
290.24,307.16
202.24,199.71
197.88,194.06
580.46,565.78
148.81,147.01
379.9,377.78
391.0,386.93
217.41,209.12
257.91,251.14
143.87,142.1
268.4,261.9
248.0,235.94
207.13,204.04
429.1,418.2
273.72,268.51
164.85,161.73
261.29,254.89
180.76,179.1
176.2,178.91
152.65,148.07
336.35,342.63
443.03,450.22
194.05,195.41
347.4,354.09
400.04,393.68
267.66,268.95
135.72,134.28
250.56,252.76
271.84,274.32
232.03,221.93
229.12,232.34
258.19,259.43
125.83,123.81
204.15,204.36
197.47,197.98
234.05,228.99
194.64,189.7
203.98,204.13
489.19,493.36
240.26,244.39
274.48,267.16
211.91,206.32
195.73,196.98
385.59,392.54
216.58,221.78
329.67,336.37
119.19,115.14
402.65,406.26
207.43,203.59
149.27,151.96
420.24,427.31
274.15,278.12
233.02,238.3
260.47,257.81
251.64,252.19
101.91,106.54
200.14,197.81
275.75,275.52
247.9,256.93
273.73,265.28
385.57,391.42
207.69,207.26
409.62,401.12
389.51,392.09
218.4,216.69
389.39,401.41
198.87,203.72
394.57,397.22
344.91,351.59
381.58,384.03
145.14,147.0
161.0,163.52
345.6,351.73
396.93,395.57
195.11,197.96
438.9,457.15
149.77,153.89
245.44,255.88
216.1,216.34
483.66,477.63
226.05,226.29
237.16,236.74
198.47,202.1
265.9,263.11
321.28,317.19
252.06,246.58
270.24,268.06
153.34,155.98
339.39,341.7
270.23,268.89
326.42,325.19
380.31,374.51
183.17,181.77
432.38,432.27
290.24,284.36
359.38,359.53
214.83,214.76
254.91,258.74
345.66,342.81
388.84,387.93
388.73,384.42
298.1,280.31
248.74,240.56
327.83,317.46
283.76,288.26
165.07,168.39
346.06,343.82
343.77,342.69
260.25,256.73
201.1,198.92
174.75,177.01
382.63,383.85
199.1,208.46
263.63,258.62
394.97,390.8
274.46,259.79
488.81,472.11
431.85,462.2
198.19,193.57
389.68,389.89
197.58,194.16
202.18,200.36
114.74,125.86
437.23,418.61
365.06,363.17
247.14,232.2
252.05,244.02
390.37,390.12
618.08,602.41
230.06,227.84
150.12,159.07
296.48,297.32
345.6,345.55
351.65,344.84
192.33,191.98
389.53,389.59
205.15,204.15
105.85,105.79
242.19,246.81
316.82,292.78
221.49,230.35
273.4,283.08
387.51,397.18
198.35,199.16
229.67,229.46
317.09,301.71
190.24,181.68
325.07,325.21
206.7,213.81
381.06,374.03
282.52,283.32
231.06,241.84
261.94,270.79
235.16,240.95
277.9,275.23
382.5,396.39
257.75,257.88
126.56,132.88
170.58,177.5
174.17,177.86
197.49,200.85
178.46,187.73
174.85,176.34
184.55,189.97
400.8,415.96
207.53,206.51
197.82,202.75
212.86,215.42
273.22,276.54
209.21,214.73
260.5,264.4
174.75,183.02
202.14,206.73
269.99,266.55
339.01,338.77
153.88,154.57
152.47,154.42
212.59,222.45
271.28,275.0
224.92,232.61
397.56,406.95
235.89,244.8
272.05,281.89
420.63,408.15
378.47,387.87
172.71,176.02
185.51,190.52
379.57,379.61
400.3,404.04
145.86,145.19
333.52,330.06
254.18,258.65
320.27,324.1
424.41,417.76
338.37,337.16
346.54,346.2
384.95,387.58
384.15,389.57
346.33,348.49
156.28,149.75
234.06,235.41
169.37,169.31
329.96,324.11
112.23,111.77
321.24,312.23
478.12,468.95
325.77,322.92
350.58,348.59
268.35,287.89
380.57,377.53
144.9,141.28
257.91,254.57
212.01,206.24
372.32,355.61
321.54,315.7
217.73,203.55
209.36,206.81
100.6,102.43
224.92,220.16
220.94,219.92
231.74,232.05
176.9,179.89
225.19,212.26
166.76,161.15
158.46,150.91
326.42,318.47
379.72,372.09
366.71,359.4
395.25,392.73
368.31,366.34
254.84,260.42
309.2,306.41
108.34,103.99
442.42,462.57
231.17,230.16
408.05,408.41
434.28,437.19
168.15,170.76
347.12,342.19
265.08,268.98
205.68,208.26
270.09,265.04
389.54,386.81
419.94,407.52
390.75,397.12
146.95,153.26
388.97,387.99
363.38,353.34
356.18,350.05
202.69,201.07
278.91,275.1
360.43,363.53
409.4,409.84
350.58,349.6
232.78,232.06
411.27,399.79
146.23,142.54
229.97,230.23
232.22,240.57
354.97,357.88
114.96,119.06
236.21,234.78
211.77,214.22
284.18,283.14
203.42,203.29
273.19,279.18
197.39,194.92
170.89,173.21
325.49,319.98
230.45,231.91
284.97,288.85
252.49,255.43
259.38,258.02
345.54,349.83
206.7,210.08
385.97,394.38
104.82,109.39
247.82,243.65
379.19,385.07
223.38,228.95
399.48,402.42
197.59,213.57
395.67,405.38
151.55,153.65
186.6,195.26
154.21,157.53
215.22,209.09
252.12,251.84
233.56,236.29
247.44,251.1
408.84,420.77
392.31,415.63
378.43,382.95
202.9,198.71
230.28,233.13
259.99,260.21
346.33,340.12
154.04,151.83
180.72,182.82
361.19,358.8
388.73,387.26
146.24,141.24
337.58,361.12
261.6,250.81
351.65,343.8
377.82,376.77
251.26,249.02
170.28,166.6
151.99,152.74
205.81,200.16
421.68,429.66
288.15,285.37
236.47,235.23
177.1,172.65
270.57,268.67
390.34,385.08
251.38,247.6
391.83,385.77
381.46,373.62
238.38,240.71
208.33,207.04
164.48,159.19
251.37,246.88
395.05,394.26
280.97,286.77
585.98,633.57
211.66,223.63
169.36,167.29
138.23,142.15
269.86,264.18
333.61,322.09
171.27,161.92
329.89,320.31
357.54,353.75
154.55,146.9
346.5,337.53
474.5,476.73
198.74,193.91
428.58,436.95
205.68,198.37
323.34,311.84
348.79,336.79
221.1,217.51
217.8,211.39
230.33,229.03
219.79,214.16
231.18,226.47
349.44,342.03
390.62,385.28
323.34,308.99
218.83,221.23
390.8,381.31
247.84,250.28
272.05,264.24
347.12,342.96
270.73,263.95
327.8,319.83
207.56,206.22
232.68,233.72
269.41,264.86
380.61,371.18
86.49,87.96
236.64,237.25
383.34,377.95
395.24,392.45
190.64,191.4
203.71,196.8
258.43,258.75
228.27,227.75
285.85,301.59
277.0,271.38
145.65,144.75
339.58,341.19
225.06,218.9
154.23,152.76
345.02,343.16
114.96,117.38
280.34,281.18
281.48,279.21
422.81,383.82
271.46,276.17
278.81,285.29
269.57,274.76
221.11,224.84
253.91,260.31
251.37,254.43
236.21,238.55
381.74,392.01
203.2,204.5
478.96,478.77
299.54,309.6
184.36,189.39
356.16,368.08
148.43,153.64
209.97,215.21
325.77,332.62
147.03,150.1
390.8,399.93
240.92,247.12
398.94,412.02
228.78,239.17
232.91,236.47
149.54,155.81
355.37,362.64
284.92,284.56
198.17,203.24
423.34,437.21
217.76,223.02
146.23,152.05
231.69,238.24
329.58,336.39
110.71,115.49
378.02,387.64
269.51,274.63
215.83,222.63
227.17,246.78
386.19,398.94
387.4,389.48
207.32,210.42
252.08,269.0
446.83,442.16
218.04,223.98
256.26,259.09
436.67,430.19
449.77,469.24
194.93,198.04
346.28,357.2
273.22,271.74
212.91,220.79
397.49,397.86
256.39,256.03
206.98,206.02
278.43,277.4
283.78,278.61
251.84,250.56
315.25,317.76
180.64,182.64
199.46,197.85
480.22,481.51
172.98,170.97
235.79,234.37
447.32,437.7
269.28,263.8
202.56,195.56
359.74,367.97
269.41,262.29
256.5,248.81
246.16,245.15
259.12,249.97
324.6,324.71
275.55,268.55
383.27,376.64
390.68,383.26
253.56,247.88
252.5,257.85
483.91,469.18
362.43,351.69
333.61,327.29
180.91,171.68
301.26,273.01
154.02,152.88
281.08,279.69
122.14,123.74
400.44,395.87
131.19,126.94
358.89,354.8
334.28,332.18
273.46,271.17
474.14,386.14
271.85,265.41
427.86,418.25
500.93,459.82
214.58,211.88
246.82,235.66
144.27,143.19
150.22,149.53
259.46,253.22
197.49,192.94
378.38,372.47
174.17,169.27
320.83,328.04
348.95,334.81
479.96,457.64
391.09,390.28
372.32,355.49
181.35,181.58
395.2,397.72
514.69,515.61
198.22,202.42
190.78,192.28
206.51,210.44
223.13,224.83
206.53,205.9
390.47,393.85
225.19,223.75
223.41,214.53
203.23,204.88
199.26,202.69
385.36,380.25
494.73,500.49
209.34,218.12
228.67,232.51
348.79,354.29
379.36,384.84
231.75,234.21
252.23,253.5
381.94,382.8
470.35,466.08
340.57,346.83
223.14,227.14
302.38,307.94
458.29,457.6
393.45,398.54
211.7,220.67
212.54,214.4
270.2,277.07
204.62,209.56
210.38,216.74
231.09,236.09
248.55,251.3
281.08,274.89
236.77,242.04
389.08,399.55
255.45,260.53
194.31,199.03
282.82,270.1
196.28,199.95
408.38,412.38
404.16,411.98
109.13,112.88
257.59,259.81
155.72,154.55
270.24,262.7
216.87,207.51
270.72,274.08
271.29,277.31
348.79,356.93
326.26,331.64
344.18,345.8
365.89,362.59
205.94,205.22
268.99,271.48
486.96,473.45
192.04,192.84
194.07,197.15
418.74,424.42
354.7,361.24
425.22,426.2
181.05,179.09
423.34,420.94
145.65,147.03
270.35,268.65
303.7,318.78
210.78,206.08
217.96,210.4
240.02,233.99
221.34,218.31
390.64,384.9
184.06,183.58
144.63,144.63
172.7,163.25
204.23,199.94
332.0,342.1
209.55,207.88
204.07,200.92
361.96,357.13
217.73,201.31
265.26,269.15
206.59,204.83
270.25,263.26
150.22,149.63
161.61,156.14
197.47,195.11
356.16,353.32
285.97,286.45
235.17,229.98
150.12,151.66
271.08,269.52
298.06,281.47
257.11,238.76
254.18,250.08
217.47,212.43
380.06,375.47
230.12,228.42
179.98,181.79
389.24,392.74
280.77,279.63
130.07,119.01
144.27,146.16
103.48,103.43
220.87,221.39
231.11,233.95
269.66,271.33
379.64,379.75
365.46,359.9
378.65,374.62
431.04,421.08
334.98,342.99
424.07,428.83
286.96,295.65
380.61,378.04
175.98,174.36
226.91,227.89
203.94,202.64
382.5,375.86
220.48,218.89
380.58,371.72
128.01,124.6
339.5,344.83
167.27,174.32
96.74,101.26
188.64,190.85
205.01,205.9
204.7,204.45
237.75,242.32
394.54,401.66
207.38,205.37
405.14,416.38
271.74,273.66
323.66,335.58
149.77,157.35
226.71,227.93
339.58,350.66
186.04,194.05
410.97,414.25
216.89,216.44
270.1,273.63
168.13,170.81
293.66,295.72
391.45,393.18
391.56,393.91
153.37,152.21
247.56,243.73
204.27,204.53
239.35,230.57
343.79,342.83
272.71,272.96
409.45,418.64
226.45,225.13
418.98,439.93
203.45,199.03
346.06,347.38
403.7,402.04
393.65,391.8
210.32,208.39
347.12,345.57
396.33,397.63
323.66,321.68
390.29,384.47
167.71,170.65
224.42,221.8
282.77,278.77
214.45,202.04
233.0,232.72
179.24,172.17
271.06,269.12
261.1,255.46
292.62,293.23
215.54,221.75
322.56,308.64
424.85,429.14
192.33,194.81
392.01,380.79
345.02,344.11
502.56,486.96
349.57,351.18
224.49,225.98
245.16,243.62
205.61,201.34
327.82,314.41
169.38,170.82
242.62,241.57
214.21,214.03
218.04,216.88
342.36,346.48
285.54,296.65
106.56,105.32
165.48,167.06
269.55,271.8
173.81,172.94
241.6,241.69
255.98,252.93
391.73,391.09
194.64,193.41
204.67,202.09
374.92,369.48
152.38,151.02
229.78,225.36
389.02,384.23
197.38,200.81
211.72,212.73
199.81,219.57
226.55,226.9
181.76,188.48
232.69,234.91
204.64,203.6
321.85,322.47
350.42,357.13
260.01,264.43
407.07,407.66
101.08,104.96
272.8,270.89
212.93,215.36
377.84,382.79
229.15,230.29
257.53,262.58
203.23,217.72
385.24,380.82
331.83,341.33
232.03,232.18
392.62,396.34
326.72,322.43
260.25,263.17
319.93,329.27
147.03,146.54
145.86,146.29
183.26,183.63
170.26,175.2
366.04,374.45
169.43,174.11
202.14,201.94
175.42,179.66
526.05,518.95
352.65,363.06
218.7,228.41
259.22,264.11
202.74,201.69
338.37,332.67
207.08,206.11
284.94,285.91
199.8,201.4
323.46,320.99
421.02,410.51
391.02,394.81
339.5,339.2
613.94,619.39
380.99,387.43
230.12,237.19
184.37,188.9
346.06,345.64
206.77,203.73
170.68,168.55
378.06,373.58
361.15,359.62
145.14,144.07
223.1,223.99
381.99,368.6
233.93,238.39
302.27,286.12
285.54,283.96
333.68,334.48
350.58,347.55
352.64,354.65
349.57,342.69
154.1,156.25
357.55,358.63
273.4,280.78
254.91,243.69
353.98,348.96
145.34,144.76
280.77,275.14
301.26,293.68
169.34,164.52
393.08,386.45
208.97,204.42
364.83,364.19
500.93,489.98
399.31,394.35
174.81,175.96
208.65,204.37
379.44,374.35
391.63,386.03
389.04,385.79
345.08,342.46
192.34,193.05
258.54,252.41
146.23,143.68
177.03,178.47
357.93,356.54
197.84,203.42
398.53,391.91
391.18,386.79
345.59,347.47
389.93,391.24
274.72,270.25
247.39,227.56
197.88,193.95
165.07,168.4
373.3,389.3
295.42,297.64
391.18,393.21
395.24,397.85
177.75,179.12
203.7,205.32
391.52,397.67
172.44,171.41
273.4,274.7
325.79,330.2
203.42,200.64
276.93,285.38
268.65,275.5
356.92,340.81
251.53,262.64
231.55,238.45
346.51,356.25
404.3,410.57
207.41,213.86
283.73,298.55
146.24,150.62
187.65,190.06
269.41,270.98
384.63,383.93
226.68,225.73
427.81,432.0
208.93,213.29
352.61,367.71
207.01,209.6
195.46,202.34
559.66,551.22
395.67,405.59
214.93,209.23
210.71,213.85
167.08,169.16
411.34,409.47
496.82,500.98
421.98,430.4
261.8,267.11
390.68,404.04
345.02,357.25
126.38,131.37
349.38,358.89
399.01,397.05
380.04,384.57
526.16,515.74
230.01,206.65
343.14,349.41
369.62,373.28
211.9,213.72
328.03,333.05
210.97,211.42
311.62,308.57
203.3,204.77
